"sol_pos_x"|"sol_pos_y"|"sol_pos_z"|"sol_pitch"|"sol_roll"|"sol_yaw"|"sol_armd_x"|"sol_armd_y"|"sol_armd_z"|"sol_wrp_x"|"sol_wrp_y"|"sol_wrp_z"|"sol_elbp_x"|"sol_elbp_y"|"sol_elbp_z"|"sol_m_s_x_pinky"|"sol_m_s_y_pinky"|"sol_m_s_z_pinky"|"sol_m_e_x_pinky"|"sol_m_e_y_pinky"|"sol_m_e_z_pinky"|"sol_m_d_x_pinky"|"sol_m_d_y_pinky"|"sol_m_d_z_pinky"|"sol_p_s_x_pinky"|"sol_p_s_y_pinky"|"sol_p_s_z_pinky"|"sol_p_e_x_pinky"|"sol_p_e_y_pinky"|"sol_p_e_z_pinky"|"sol_p_d_x_pinky"|"sol_p_d_y_pinky"|"sol_p_d_z_pinky"|"sol_i_s_x_pinky"|"sol_i_s_y_pinky"|"sol_i_s_z_pinky"|"sol_i_e_x_pinky"|"sol_i_e_y_pinky"|"sol_i_e_z_pinky"|"sol_i_d_x_pinky"|"sol_i_d_y_pinky"|"sol_i_d_z_pinky"|"sol_d_s_x_pinky"|"sol_d_s_y_pinky"|"sol_d_s_z_pinky"|"sol_d_e_x_pinky"|"sol_d_e_y_pinky"|"sol_d_e_z_pinky"|"sol_d_d_x_pinky"|"sol_d_d_y_pinky"|"sol_d_d_z_pinky"|"sol_m_s_x_ring"|"sol_m_s_y_ring"|"sol_m_s_z_ring"|"sol_m_e_x_ring"|"sol_m_e_y_ring"|"sol_m_e_z_ring"|"sol_m_d_x_ring"|"sol_m_d_y_ring"|"sol_m_d_z_ring"|"sol_p_s_x_ring"|"sol_p_s_y_ring"|"sol_p_s_z_ring"|"sol_p_e_x_ring"|"sol_p_e_y_ring"|"sol_p_e_z_ring"|"sol_p_d_x_ring"|"sol_p_d_y_ring"|"sol_p_d_z_ring"|"sol_i_s_x_ring"|"sol_i_s_y_ring"|"sol_i_s_z_ring"|"sol_i_e_x_ring"|"sol_i_e_y_ring"|"sol_i_e_z_ring"|"sol_i_d_x_ring"|"sol_i_d_y_ring"|"sol_i_d_z_ring"|"sol_d_s_x_ring"|"sol_d_s_y_ring"|"sol_d_s_z_ring"|"sol_d_e_x_ring"|"sol_d_e_y_ring"|"sol_d_e_z_ring"|"sol_d_d_x_ring"|"sol_d_d_y_ring"|"sol_d_d_z_ring"|"sol_m_s_x_middle"|"sol_m_s_y_middle"|"sol_m_s_z_middle"|"sol_m_e_x_middle"|"sol_m_e_y_middle"|"sol_m_e_z_middle"|"sol_m_d_x_middle"|"sol_m_d_y_middle"|"sol_m_d_z_middle"|"sol_p_s_x_middle"|"sol_p_s_y_middle"|"sol_p_s_z_middle"|"sol_p_e_x_middle"|"sol_p_e_y_middle"|"sol_p_e_z_middle"|"sol_p_d_x_middle"|"sol_p_d_y_middle"|"sol_p_d_z_middle"|"sol_i_s_x_middle"|"sol_i_s_y_middle"|"sol_i_s_z_middle"|"sol_i_e_x_middle"|"sol_i_e_y_middle"|"sol_i_e_z_middle"|"sol_i_d_x_middle"|"sol_i_d_y_middle"|"sol_i_d_z_middle"|"sol_d_s_x_middle"|"sol_d_s_y_middle"|"sol_d_s_z_middle"|"sol_d_e_x_middle"|"sol_d_e_y_middle"|"sol_d_e_z_middle"|"sol_d_d_x_middle"|"sol_d_d_y_middle"|"sol_d_d_z_middle"|"sol_m_s_x_index"|"sol_m_s_y_index"|"sol_m_s_z_index"|"sol_m_e_x_index"|"sol_m_e_y_index"|"sol_m_e_z_index"|"sol_m_d_x_index"|"sol_m_d_y_index"|"sol_m_d_z_index"|"sol_p_s_x_index"|"sol_p_s_y_index"|"sol_p_s_z_index"|"sol_p_e_x_index"|"sol_p_e_y_index"|"sol_p_e_z_index"|"sol_p_d_x_index"|"sol_p_d_y_index"|"sol_p_d_z_index"|"sol_i_s_x_index"|"sol_i_s_y_index"|"sol_i_s_z_index"|"sol_i_e_x_index"|"sol_i_e_y_index"|"sol_i_e_z_index"|"sol_i_d_x_index"|"sol_i_d_y_index"|"sol_i_d_z_index"|"sol_d_s_x_index"|"sol_d_s_y_index"|"sol_d_s_z_index"|"sol_d_e_x_index"|"sol_d_e_y_index"|"sol_d_e_z_index"|"sol_d_d_x_index"|"sol_d_d_y_index"|"sol_d_d_z_index"|"sol_m_s_x_thumb"|"sol_m_s_y_thumb"|"sol_m_s_z_thumb"|"sol_m_e_x_thumb"|"sol_m_e_y_thumb"|"sol_m_e_z_thumb"|"sol_m_d_x_thumb"|"sol_m_d_y_thumb"|"sol_m_d_z_thumb"|"sol_p_s_x_thumb"|"sol_p_s_y_thumb"|"sol_p_s_z_thumb"|"sol_p_e_x_thumb"|"sol_p_e_y_thumb"|"sol_p_e_z_thumb"|"sol_p_d_x_thumb"|"sol_p_d_y_thumb"|"sol_p_d_z_thumb"|"sol_i_s_x_thumb"|"sol_i_s_y_thumb"|"sol_i_s_z_thumb"|"sol_i_e_x_thumb"|"sol_i_e_y_thumb"|"sol_i_e_z_thumb"|"sol_i_d_x_thumb"|"sol_i_d_y_thumb"|"sol_i_d_z_thumb"|"sol_d_s_x_thumb"|"sol_d_s_y_thumb"|"sol_d_s_z_thumb"|"sol_d_e_x_thumb"|"sol_d_e_y_thumb"|"sol_d_e_z_thumb"|"sol_d_d_x_thumb"|"sol_d_d_y_thumb"|"sol_d_d_z_thumb"
-15.8964|286.677|-87.9547|-133.529284587|-50.5422837121|103.775791762|0.993877|-0.0800879|-0.0761157|-83.771|296.585|-107.161|-336.163|316.923|-87.8313|-57.9536|277.92|-109.516|-12.7108|250.517|-96.2285|-0.829568|0.502451|-0.243637|-12.7108|250.517|-96.2285|-17.7687|253.264|-63.8693|0.15389|-0.0835538|-0.984549|-17.7687|253.264|-63.8693|-34.2469|260.73|-62.0658|0.906372|-0.410669|-0.0992002|-34.2469|260.73|-62.0658|-47.3874|266.562|-69.1378|0.820158|-0.364016|0.441398|-51.9439|289.567|-112.24|-1.21163|266.708|-92.881|-0.861099|0.387986|-0.328596|-1.21163|266.708|-92.881|-13.3458|265.85|-53.1719|0.292174|0.0206617|-0.956142|-13.3458|265.85|-53.1719|-37.7374|274.031|-54.2464|0.947264|-0.317725|0.041729|-37.7374|274.031|-54.2464|-50.2427|279.475|-64.9984|0.720049|-0.313441|0.619099|-50.6172|300.827|-110.014|8.01139|284.564|-85.4345|-0.893456|0.247843|-0.374579|8.01139|284.564|-85.4345|-3.57824|280.064|-42.3908|0.258678|0.100445|-0.960727|-3.57824|280.064|-42.3908|-29.0999|286.598|-44.5357|0.965553|-0.247231|0.081149|-29.0999|286.598|-44.5357|-41.5427|291.513|-55.7671|0.712338|-0.281325|0.642986|-51.6878|311.624|-105.963|10.8608|303.587|-77.4825|-0.903939|0.116146|-0.411588|10.8608|303.587|-77.4825|19.0848|291.534|-40.3092|-0.205939|0.301811|-0.93086|19.0848|291.534|-40.3092|7.66842|286.971|-21.5049|0.508142|0.203123|-0.836978|7.66842|286.971|-21.5049|-4.2864|285.04|-11.23|0.752756|0.121575|-0.646976|-65.1848|316.834|-88.9998|-65.1848|316.834|-88.9998|0.0|0.0|0.0|-65.1848|316.834|-88.9998|-27.9667|308.965|-61.4829|-0.792721|0.167602|-0.586091|-27.9667|308.965|-61.4829|-5.04165|297.114|-43.0872|-0.723359|0.37395|-0.580442|-5.04165|297.114|-43.0872|2.27778|278.663|-34.1856|-0.336461|0.848149|-0.409191
-10.6445|291.733|-81.1425|-135.130485853|-55.81345836|107.924421392|0.992461|-0.0948895|-0.0775726|-76.4757|305.052|-104.393|-328.508|329.149|-84.6935|-51.2337|285.561|-106.138|-8.40067|255.726|-90.3395|-0.785383|0.547043|-0.289687|-8.40067|255.726|-90.3395|-14.9487|257.293|-58.1694|0.199228|-0.0476778|-0.978793|-14.9487|257.293|-58.1694|-31.1918|265.363|-56.9207|0.893445|-0.443891|-0.0686855|-31.1918|265.363|-56.9207|-43.099|271.785|-65.5046|0.743181|-0.400809|0.535756|-44.5285|296.995|-108.008|3.49643|271.265|-85.5877|-0.815146|0.436713|-0.38055|3.49643|271.265|-85.5877|-11.4889|269.688|-46.887|0.360827|0.0379822|-0.931859|-11.4889|269.688|-46.887|-35.2364|279.084|-50.174|0.922248|-0.364916|0.127651|-35.2364|279.084|-50.174|-45.5463|285.213|-62.7342|0.593643|-0.352913|0.723216|-42.8904|308.111|-105.316|12.8793|288.45|-76.8704|-0.84989|0.299628|-0.433486|12.8793|288.45|-76.8704|-5.5717|284.32|-36.2523|0.411824|0.092185|-0.906589|-5.5717|284.32|-36.2523|-29.5294|293.252|-42.9528|0.906384|-0.337943|0.253499|-29.5294|293.252|-42.9528|-39.6759|299.432|-55.7579|0.580875|-0.353811|0.733077|-43.8027|318.821|-101.003|15.9254|307.078|-68.0988|-0.863178|0.169705|-0.475524|15.9254|307.078|-68.0988|23.0202|294.081|-31.011|-0.17766|0.325455|-0.928717|23.0202|294.081|-31.011|9.39263|289.629|-13.7127|0.606562|0.19815|-0.769948|9.39263|289.629|-13.7127|-0.240428|286.482|-1.48487|0.606562|0.198151|-0.769948|-58.3415|324.142|-84.9604|-58.3415|324.142|-84.9604|0.0|0.0|0.0|-58.3415|324.142|-84.9604|-23.2661|315.897|-54.8603|-0.747084|0.175611|-0.641113|-23.2661|315.897|-54.8603|-1.32584|304.973|-34.7676|-0.692284|0.344677|-0.633988|-1.32584|304.973|-34.7676|10.9279|292.231|-22.0894|-0.563282|0.585716|-0.582795
-11.5549|293.181|-86.542|-135.98899966|-54.2956776105|107.52771717|0.992294|-0.0871564|-0.0880708|-77.6849|305.613|-109.391|-329.675|327.746|-87.026|-52.1547|286.444|-111.374|-8.78102|257.244|-95.8681|-0.795297|0.53541|-0.284324|-8.78102|257.244|-95.8681|-15.3933|258.692|-63.7056|0.201183|-0.0440673|-0.978562|-15.3933|258.692|-63.7056|-31.7562|266.519|-62.4734|0.90003|-0.430526|-0.0677742|-31.7562|266.519|-62.4734|-43.8969|272.828|-70.8107|0.757754|-0.393737|0.520366|-45.6408|297.989|-113.237|2.88915|272.955|-91.1188|-0.823718|0.424915|-0.375415|2.88915|272.955|-91.1188|-12.0991|271.101|-52.4315|0.360896|0.0446375|-0.931537|-12.0991|271.101|-52.4315|-36.0429|280.104|-55.3778|0.929872|-0.349635|0.114421|-36.0429|280.104|-55.3778|-46.723|286.148|-67.6671|0.614959|-0.347999|0.707617|-44.1674|309.122|-110.515|12.0374|290.258|-82.3872|-0.856519|0.287466|-0.428646|12.0374|290.258|-82.3872|-6.15968|285.704|-41.7|0.406156|0.101658|-0.908132|-6.15968|285.704|-41.7|-30.4083|294.218|-47.8784|0.917389|-0.322118|0.233745|-30.4083|294.218|-47.8784|-41.1241|300.31|-60.2549|0.613468|-0.348748|0.708542|-45.23|319.801|-106.163|14.8271|308.904|-73.568|-0.867933|0.157486|-0.471053|14.8271|308.904|-73.568|21.2663|295.703|-36.4327|-0.161245|0.330569|-0.929906|21.2663|295.703|-36.4327|4.19704|292.386|-22.206|0.759753|0.147635|-0.633229|4.19704|292.386|-22.206|-7.86891|290.041|-12.1495|0.759753|0.147634|-0.63323|-59.7781|324.838|-90.0371|-59.7781|324.838|-90.0371|0.0|0.0|0.0|-59.7781|324.838|-90.0371|-24.6853|315.945|-60.1426|-0.747454|0.189429|-0.636733|-24.6853|315.945|-60.1426|-2.57891|305.02|-40.2336|-0.697526|0.344719|-0.628193|-2.57891|305.02|-40.2336|13.4118|299.91|-26.3976|-0.735065|0.234875|-0.636013
5.2858|294.21|-83.6922|-134.990904105|-52.0771672554|106.702814724|0.99532|-0.0813826|-0.0521049|-61.1146|306.453|-106.18|-313.873|327.119|-92.9482|-35.5267|287.481|-108.176|8.2092|258.406|-93.4729|-0.801939|0.533119|-0.269588|8.2092|258.406|-93.4729|2.02463|259.382|-61.2077|0.188169|-0.0297023|-0.981687|2.02463|259.382|-61.2077|-14.3709|267.058|-59.5331|0.901828|-0.422163|-0.092111|-14.3709|267.058|-59.5331|-26.6518|273.375|-67.6553|0.766503|-0.394313|0.506942|-29.1128|299.093|-109.969|19.8201|274.142|-88.6601|-0.830557|0.42351|-0.361682|19.8201|274.142|-88.6601|5.33639|271.692|-49.8141|0.348748|0.0589805|-0.935359|5.33639|271.692|-49.8141|-18.6441|280.606|-52.7342|0.931296|-0.346159|0.113404|-18.6441|280.606|-52.7342|-29.3643|286.698|-64.9646|0.617271|-0.350774|0.704226|-27.6877|310.203|-107.131|28.9404|291.405|-79.8201|-0.862969|0.286471|-0.416195|28.9404|291.405|-79.8201|11.2063|286.242|-39.0012|0.39582|0.115223|-0.911071|11.2063|286.242|-39.0012|-13.1613|294.66|-44.8341|0.921894|-0.318459|0.220672|-13.1613|294.66|-44.8341|-23.1875|300.763|-57.7703|0.57399|-0.349377|0.740588|-28.778|320.823|-102.641|31.6942|309.964|-70.8098|-0.873932|0.156923|-0.46002|31.6942|309.964|-70.8098|39.5522|296.625|-33.9985|-0.196772|0.334027|-0.921795|39.5522|296.625|-33.9985|28.1282|291.075|-15.466|0.508478|0.24703|-0.82488|28.1282|291.075|-15.466|20.0529|287.152|-2.36575|0.508478|0.24703|-0.82488|-43.1893|325.567|-86.3051|-43.1893|325.567|-86.3051|0.0|0.0|0.0|-43.1893|325.567|-86.3051|-7.71045|316.622|-56.8851|-0.755676|0.190505|-0.626627|-7.71045|316.622|-56.8851|14.6223|305.474|-37.3564|-0.704668|0.35178|-0.616193|14.6223|305.474|-37.3564|31.104|301.506|-23.7236|-0.757639|0.182376|-0.626676
23.5012|303.969|-79.0646|-140.725790547|-41.2323191232|103.80783901|0.991905|0.0211148|-0.125217|-44.6338|310.166|-98.3846|-296.525|304.804|-66.5861|-17.4047|293.87|-102.197|29.4847|268.865|-89.9293|-0.859761|0.458491|-0.224938|29.4847|268.865|-89.9293|25.3381|268.172|-57.3322|0.126165|0.0211033|-0.991785|25.3381|268.172|-57.3322|8.48645|273.99|-53.7687|0.926917|-0.32001|-0.196009|8.48645|273.99|-53.7687|-5.61557|279.415|-59.0979|0.880169|-0.338626|0.33262|-12.2197|306.093|-103.906|39.7005|285.541|-85.1179|-0.881261|0.348834|-0.318894|39.7005|285.541|-85.1179|26.9518|280.8|-45.8778|0.30697|0.114165|-0.944847|26.9518|280.8|-45.8778|2.06742|287.3|-47.1231|0.966401|-0.252449|0.0483639|2.06742|287.3|-47.1231|-10.0566|292.619|-58.3628|0.698103|-0.306287|0.647179|-11.7646|317.218|-100.817|47.4506|303.397|-76.1493|-0.902397|0.210622|-0.375924|47.4506|303.397|-76.1493|33.7244|295.668|-34.2067|0.306366|0.172513|-0.936151|33.7244|295.668|-34.2067|8.16119|298.896|-40.1024|0.967124|-0.122149|0.22305|8.16119|298.896|-40.1024|-1.09749|302.625|-54.4373|0.530051|-0.213457|0.82066|-13.6987|327.57|-95.9997|48.7505|321.917|-66.7393|-0.902502|0.0817037|-0.422865|48.7505|321.917|-66.7393|58.4444|306.154|-31.3514|-0.242747|0.394725|-0.886152|58.4444|306.154|-31.3514|55.91|297.68|-10.6987|0.112806|0.377165|-0.91925|55.91|297.68|-10.6987|51.4586|292.099|3.48796|0.280293|0.351392|-0.893286|-27.8444|330.493|-79.017|-27.8444|330.493|-79.017|0.0|0.0|0.0|-27.8444|330.493|-79.017|9.06571|319.927|-51.9935|-0.786161|0.225062|-0.575584|9.06571|319.927|-51.9935|31.1151|304.663|-35.1038|-0.695726|0.481623|-0.53292|31.1151|304.663|-35.1038|37.8185|284.978|-28.7149|-0.308146|0.904871|-0.293691
-7.00542|302.356|-80.2441|-137.313414337|-51.1048966459|108.321986217|0.995253|-0.0209341|-0.095047|-72.7842|314.367|-104.063|-325.526|319.683|-79.9265|-46.7681|296.182|-106.535|-3.35403|266.958|-91.1884|-0.796038|0.535859|-0.281387|-3.35403|266.958|-91.1884|-10.5714|266.6|-59.1255|0.219593|0.0108961|-0.975531|-10.5714|266.6|-59.1255|-27.0942|274.029|-57.5971|0.908827|-0.408615|-0.0840705|-27.0942|274.029|-57.5971|-39.3583|280.586|-65.553|0.765457|-0.409269|0.496563|-40.4033|307.905|-107.655|7.90657|282.604|-85.3596|-0.819983|0.429443|-0.378427|7.90657|282.604|-85.3596|-7.93596|278.571|-47.1819|0.381466|0.0971118|-0.919267|-7.93596|278.571|-47.1819|-31.8891|287.369|-50.6294|0.930234|-0.341672|0.133884|-31.8891|287.369|-50.6294|-42.3704|293.834|-62.8756|0.603514|-0.372228|0.705137|-39.1983|318.916|-104.364|16.5072|299.609|-75.5519|-0.84891|0.294215|-0.439077|16.5072|299.609|-75.5519|-2.67276|293.175|-35.5762|0.428092|0.143619|-0.89225|-2.67276|293.175|-35.5762|-27.3614|298.721|-43.2168|0.934035|-0.209814|0.289063|-27.3614|298.721|-43.2168|-36.3803|303.417|-57.4196|0.516324|-0.268853|0.813098|-40.5661|329.355|-99.5404|18.7271|317.851|-65.7768|-0.856893|0.166263|-0.487945|18.7271|317.851|-65.7768|25.471|303.535|-29.1116|-0.168875|0.358482|-0.918135|25.471|303.535|-29.1116|15.7909|296.646|-10.0433|0.43086|0.306621|-0.84873|15.7909|296.646|-10.0433|8.94827|291.777|3.43577|0.43086|0.306621|-0.84873|-55.6469|333.38|-83.6209|-55.6469|333.38|-83.6209|0.0|0.0|0.0|-55.6469|333.38|-83.6209|-21.2678|323.586|-53.1835|-0.732252|0.208605|-0.648299|-21.2678|323.586|-53.1835|0.014832|310.94|-33.396|-0.671536|0.39902|-0.624358|0.014832|310.94|-33.396|16.3957|308.754|-19.2492|-0.753002|0.100481|-0.650302
-22.6524|305.527|-77.9488|-143.205791282|-45.0816396145|102.922748936|0.992163|0.00893607|-0.124631|-91.3517|309.739|-96.0061|-343.309|307.47|-64.3563|-64.1022|293.305|-98.9947|-16.6322|269.717|-86.167|-0.870405|0.432518|-0.235208|-16.6322|269.717|-86.167|-20.4425|271.788|-53.5873|0.11593|-0.0630359|-0.991255|-20.4425|271.788|-53.5873|-36.9169|277.698|-48.6685|0.906165|-0.325059|-0.270558|-36.9169|277.698|-48.6685|-51.2707|282.636|-53.7956|0.895885|-0.308198|0.320008|-59.0909|305.392|-101.819|-6.44997|286.8|-82.9954|-0.893495|0.315573|-0.319501|-6.44997|286.8|-82.9954|-18.0192|285.097|-43.1451|0.278571|0.0409979|-0.95954|-18.0192|285.097|-43.1451|-42.958|291.331|-44.6393|0.968514|-0.2421|0.0580296|-42.958|291.331|-44.6393|-55.2756|295.626|-56.1046|0.709243|-0.247287|0.660169|-58.6587|316.731|-99.6373|1.37536|305.372|-75.7027|-0.914875|0.173103|-0.364745|1.37536|305.372|-75.7027|-10.8239|300.873|-32.8277|0.272286|0.100422|-0.956962|-10.8239|300.873|-32.8277|-36.5173|303.454|-38.4713|0.972046|-0.09767|0.213511|-36.5173|303.454|-38.4713|-45.0734|305.966|-53.4913|0.48983|-0.14376|0.859884|-60.5571|327.419|-95.6008|2.75941|324.591|-67.8331|-0.915038|0.0408618|-0.401293|2.75941|324.591|-67.8331|7.75762|314.034|-29.6451|-0.12516|0.264362|-0.956268|7.75762|314.034|-29.6451|-2.99927|308.537|-10.7024|0.478789|0.244697|-0.84314|-2.99927|308.537|-10.7024|-13.2889|305.098|0.895716|0.647902|0.216542|-0.730296|-74.2382|331.574|-78.4948|-74.2382|331.574|-78.4948|0.0|0.0|0.0|-74.2382|331.574|-78.4948|-36.4401|323.805|-51.7512|-0.805076|0.165482|-0.569622|-36.4401|323.805|-51.7512|-13.3665|311.027|-34.1801|-0.728045|0.403192|-0.554425|-13.3665|311.027|-34.1801|-2.56108|294.89|-24.3776|-0.496706|0.741781|-0.450605
6.95296|305.512|-74.7811|-137.7776623|-42.5452078555|102.811560285|0.990769|0.052128|-0.125136|-61.5828|311.525|-92.899|-313.186|298.287|-61.1211|-34.6444|295.235|-96.5624|12.1921|269.983|-84.6008|-0.85879|0.463006|-0.219328|12.1921|269.983|-84.6008|8.84426|270.435|-51.9078|0.10186|-0.0137225|-0.994704|8.84426|270.435|-51.9078|-7.71013|276.547|-47.5358|0.910567|-0.336211|-0.240478|-7.71013|276.547|-47.5358|-21.6878|281.939|-53.2149|0.872405|-0.336555|0.354457|-29.3387|307.318|-98.8065|22.7476|286.662|-80.6019|-0.884082|0.350602|-0.308994|22.7476|286.662|-80.6019|10.9094|283.413|-40.9272|0.285049|0.0782387|-0.955314|10.9094|283.413|-40.9272|-13.6846|290.487|-43.7798|0.955121|-0.274718|0.110786|-13.6846|290.487|-43.7798|-24.5172|295.447|-56.4158|0.62374|-0.285622|0.727576|-28.6574|318.532|-96.1061|30.9572|304.694|-72.4295|-0.908483|0.210884|-0.360813|30.9572|304.694|-72.4295|16.7501|298.772|-30.3531|0.317099|0.132172|-0.939137|16.7501|298.772|-30.3531|-8.64846|302.321|-36.7549|0.960895|-0.134249|0.242195|-8.64846|302.321|-36.7549|-16.9919|305.714|-51.7211|0.477656|-0.19426|0.856801|-30.332|329.066|-91.5939|32.7389|323.497|-63.6821|-0.911488|0.0804882|-0.403376|32.7389|323.497|-63.6821|42.3388|309.783|-27.4253|-0.240392|0.34339|-0.907907|42.3388|309.783|-27.4253|34.0444|303.211|-7.60701|0.369181|0.292548|-0.882112|34.0444|303.211|-7.60701|24.2813|299.561|4.37533|0.614751|0.229842|-0.754489|-44.0132|332.755|-74.3812|-44.0132|332.755|-74.3812|0.0|0.0|0.0|-44.0132|332.755|-74.3812|-6.54992|323.014|-47.8123|-0.797943|0.207465|-0.565902|-6.54992|323.014|-47.8123|15.838|308.353|-30.8346|-0.70641|0.462615|-0.535698|15.838|308.353|-30.8346|24.2254|289.93|-22.8652|-0.385554|0.846843|-0.366339
4.11161|309.895|-81.467|-141.861664679|-39.0823736229|102.000297727|0.986796|0.0739241|-0.144114|-64.821|313.483|-98.6473|-315.415|294.71|-62.0501|-37.3407|298.06|-102.727|10.5614|274.59|-91.3714|-0.878329|0.430329|-0.208221|10.5614|274.59|-91.3714|7.0963|275.078|-58.6912|0.105427|-0.0148414|-0.994316|7.0963|275.078|-58.6912|-9.71979|280.64|-54.5907|0.924962|-0.305899|-0.225544|-9.71979|280.64|-54.5907|-24.2597|285.615|-59.1225|0.907499|-0.310546|0.282853|-32.5229|310.334|-105.032|20.5306|291.655|-87.4969|-0.900498|0.317057|-0.297622|20.5306|291.655|-87.4969|9.32522|287.959|-47.6777|0.269811|0.0889942|-0.958792|9.32522|287.959|-47.6777|-15.7801|293.624|-46.8597|0.974979|-0.220017|-0.0317695|-15.7801|293.624|-46.8597|-28.7009|298.283|-57.4882|0.743979|-0.268265|0.611988|-32.2306|321.566|-102.334|28.1574|309.983|-79.4189|-0.920269|0.176523|-0.349206|28.1574|309.983|-79.4189|19.3239|302.852|-36.0778|0.197161|0.159157|-0.967366|19.3239|302.852|-36.0778|-6.41626|303.94|-30.1684|0.973819|-0.0411543|-0.223567|-6.41626|303.94|-30.1684|-23.7885|305.151|-28.8071|0.994544|-0.0693477|-0.0779335|-34.2438|332.029|-97.795|29.3396|328.838|-70.6843|-0.918895|0.0461096|-0.391799|29.3396|328.838|-70.6843|38.5254|315.179|-34.3001|-0.230022|0.342036|-0.911099|38.5254|315.179|-34.3001|32.6258|308.004|-13.8436|0.262594|0.319373|-0.910519|32.6258|308.004|-13.8436|25.2589|303.49|-0.517808|0.46387|0.284203|-0.839079|-47.8358|335.198|-80.4091|-47.8358|335.198|-80.4091|0.0|0.0|0.0|-47.8358|335.198|-80.4091|-9.888|323.628|-55.3019|-0.808263|0.246447|-0.534766|-9.888|323.628|-55.3019|12.9297|308.487|-39.3479|-0.71997|0.477735|-0.5034|12.9297|308.487|-39.3479|20.1354|289.042|-32.7735|-0.331233|0.893841|-0.302213
-7.63896|310.138|-82.0283|-140.345198741|-40.975094196|102.53236264|0.985891|0.0949314|-0.137869|-76.3736|314.473|-99.7805|-326.738|290.365|-64.7689|-49.0992|298.979|-103.636|-1.69375|274.723|-91.8555|-0.869223|0.44474|-0.216003|-1.69375|274.723|-91.8555|-4.97161|275.138|-59.1549|0.0997309|-0.0126046|-0.994935|-4.97161|275.138|-59.1549|-21.5462|280.868|-54.362|0.911681|-0.315175|-0.263632|-21.5462|280.868|-54.362|-35.8865|286.031|-59.3016|0.89504|-0.322264|0.308302|-44.0581|311.169|-105.906|8.52487|291.622|-87.9062|-0.89251|0.331786|-0.305522|8.52487|291.622|-87.9062|-3.08092|288.143|-48.1822|0.279452|0.0837645|-0.956499|-3.08092|288.143|-48.1822|-27.9467|294.577|-50.0081|0.965678|-0.249877|0.0709103|-27.9467|294.577|-50.0081|-39.3751|299.346|-62.1848|0.658048|-0.274559|0.701135|-43.6018|322.397|-103.213|16.3865|309.827|-79.7743|-0.914178|0.191561|-0.357187|16.3865|309.827|-79.7743|6.36761|303.158|-36.6178|0.223621|0.148846|-0.963244|6.36761|303.158|-36.6178|-19.3285|306.043|-42.0994|0.972152|-0.109151|0.207382|-19.3285|306.043|-42.0994|-27.8435|309.252|-57.0095|0.487475|-0.183718|0.85359|-45.4792|332.895|-98.6979|17.808|328.667|-71.0414|-0.914612|0.0611114|-0.399687|17.808|328.667|-71.0414|25.3543|316.325|-33.8191|-0.188968|0.30904|-0.932087|25.3543|316.325|-33.8191|19.2496|309.449|-13.3201|0.271718|0.306073|-0.912408|19.2496|309.449|-13.3201|11.6571|304.987|-0.104038|0.478077|0.28095|-0.832172|-59.1647|336.304|-81.4311|-59.1647|336.304|-81.4311|0.0|0.0|0.0|-59.1647|336.304|-81.4311|-21.5123|325.8|-55.4262|-0.801973|0.223713|-0.553888|-21.5123|325.8|-55.4262|1.21932|311.265|-38.8002|-0.717254|0.458629|-0.5246|1.21932|311.265|-38.8002|9.81489|292.844|-31.0526|-0.395123|0.846781|-0.356146
