"sag_pos_x"|"sag_pos_y"|"sag_pos_z"|"sag_pitch"|"sag_roll"|"sag_yaw"|"sag_armd_x"|"sag_armd_y"|"sag_armd_z"|"sag_wrp_x"|"sag_wrp_y"|"sag_wrp_z"|"sag_elbp_x"|"sag_elbp_y"|"sag_elbp_z"|"sag_m_s_x_pinky"|"sag_m_s_y_pinky"|"sag_m_s_z_pinky"|"sag_m_e_x_pinky"|"sag_m_e_y_pinky"|"sag_m_e_z_pinky"|"sag_m_d_x_pinky"|"sag_m_d_y_pinky"|"sag_m_d_z_pinky"|"sag_p_s_x_pinky"|"sag_p_s_y_pinky"|"sag_p_s_z_pinky"|"sag_p_e_x_pinky"|"sag_p_e_y_pinky"|"sag_p_e_z_pinky"|"sag_p_d_x_pinky"|"sag_p_d_y_pinky"|"sag_p_d_z_pinky"|"sag_i_s_x_pinky"|"sag_i_s_y_pinky"|"sag_i_s_z_pinky"|"sag_i_e_x_pinky"|"sag_i_e_y_pinky"|"sag_i_e_z_pinky"|"sag_i_d_x_pinky"|"sag_i_d_y_pinky"|"sag_i_d_z_pinky"|"sag_d_s_x_pinky"|"sag_d_s_y_pinky"|"sag_d_s_z_pinky"|"sag_d_e_x_pinky"|"sag_d_e_y_pinky"|"sag_d_e_z_pinky"|"sag_d_d_x_pinky"|"sag_d_d_y_pinky"|"sag_d_d_z_pinky"|"sag_m_s_x_ring"|"sag_m_s_y_ring"|"sag_m_s_z_ring"|"sag_m_e_x_ring"|"sag_m_e_y_ring"|"sag_m_e_z_ring"|"sag_m_d_x_ring"|"sag_m_d_y_ring"|"sag_m_d_z_ring"|"sag_p_s_x_ring"|"sag_p_s_y_ring"|"sag_p_s_z_ring"|"sag_p_e_x_ring"|"sag_p_e_y_ring"|"sag_p_e_z_ring"|"sag_p_d_x_ring"|"sag_p_d_y_ring"|"sag_p_d_z_ring"|"sag_i_s_x_ring"|"sag_i_s_y_ring"|"sag_i_s_z_ring"|"sag_i_e_x_ring"|"sag_i_e_y_ring"|"sag_i_e_z_ring"|"sag_i_d_x_ring"|"sag_i_d_y_ring"|"sag_i_d_z_ring"|"sag_d_s_x_ring"|"sag_d_s_y_ring"|"sag_d_s_z_ring"|"sag_d_e_x_ring"|"sag_d_e_y_ring"|"sag_d_e_z_ring"|"sag_d_d_x_ring"|"sag_d_d_y_ring"|"sag_d_d_z_ring"|"sag_m_s_x_middle"|"sag_m_s_y_middle"|"sag_m_s_z_middle"|"sag_m_e_x_middle"|"sag_m_e_y_middle"|"sag_m_e_z_middle"|"sag_m_d_x_middle"|"sag_m_d_y_middle"|"sag_m_d_z_middle"|"sag_p_s_x_middle"|"sag_p_s_y_middle"|"sag_p_s_z_middle"|"sag_p_e_x_middle"|"sag_p_e_y_middle"|"sag_p_e_z_middle"|"sag_p_d_x_middle"|"sag_p_d_y_middle"|"sag_p_d_z_middle"|"sag_i_s_x_middle"|"sag_i_s_y_middle"|"sag_i_s_z_middle"|"sag_i_e_x_middle"|"sag_i_e_y_middle"|"sag_i_e_z_middle"|"sag_i_d_x_middle"|"sag_i_d_y_middle"|"sag_i_d_z_middle"|"sag_d_s_x_middle"|"sag_d_s_y_middle"|"sag_d_s_z_middle"|"sag_d_e_x_middle"|"sag_d_e_y_middle"|"sag_d_e_z_middle"|"sag_d_d_x_middle"|"sag_d_d_y_middle"|"sag_d_d_z_middle"|"sag_m_s_x_index"|"sag_m_s_y_index"|"sag_m_s_z_index"|"sag_m_e_x_index"|"sag_m_e_y_index"|"sag_m_e_z_index"|"sag_m_d_x_index"|"sag_m_d_y_index"|"sag_m_d_z_index"|"sag_p_s_x_index"|"sag_p_s_y_index"|"sag_p_s_z_index"|"sag_p_e_x_index"|"sag_p_e_y_index"|"sag_p_e_z_index"|"sag_p_d_x_index"|"sag_p_d_y_index"|"sag_p_d_z_index"|"sag_i_s_x_index"|"sag_i_s_y_index"|"sag_i_s_z_index"|"sag_i_e_x_index"|"sag_i_e_y_index"|"sag_i_e_z_index"|"sag_i_d_x_index"|"sag_i_d_y_index"|"sag_i_d_z_index"|"sag_d_s_x_index"|"sag_d_s_y_index"|"sag_d_s_z_index"|"sag_d_e_x_index"|"sag_d_e_y_index"|"sag_d_e_z_index"|"sag_d_d_x_index"|"sag_d_d_y_index"|"sag_d_d_z_index"|"sag_m_s_x_thumb"|"sag_m_s_y_thumb"|"sag_m_s_z_thumb"|"sag_m_e_x_thumb"|"sag_m_e_y_thumb"|"sag_m_e_z_thumb"|"sag_m_d_x_thumb"|"sag_m_d_y_thumb"|"sag_m_d_z_thumb"|"sag_p_s_x_thumb"|"sag_p_s_y_thumb"|"sag_p_s_z_thumb"|"sag_p_e_x_thumb"|"sag_p_e_y_thumb"|"sag_p_e_z_thumb"|"sag_p_d_x_thumb"|"sag_p_d_y_thumb"|"sag_p_d_z_thumb"|"sag_i_s_x_thumb"|"sag_i_s_y_thumb"|"sag_i_s_z_thumb"|"sag_i_e_x_thumb"|"sag_i_e_y_thumb"|"sag_i_e_z_thumb"|"sag_i_d_x_thumb"|"sag_i_d_y_thumb"|"sag_i_d_z_thumb"|"sag_d_s_x_thumb"|"sag_d_s_y_thumb"|"sag_d_s_z_thumb"|"sag_d_e_x_thumb"|"sag_d_e_y_thumb"|"sag_d_e_z_thumb"|"sag_d_d_x_thumb"|"sag_d_d_y_thumb"|"sag_d_d_z_thumb"
26.6579|272.914|98.9555|-11.2570790818|6.65475156999|1.16723686754|-0.447561|0.175759|-0.876811|36.6421|287.499|166.266|147.866|243.821|384.163|46.33|288.983|138.545|61.7435|275.078|89.3771|-0.288805|0.260543|0.921254|61.7435|275.078|89.3771|60.0252|246.927|77.6455|0.0562532|0.921594|0.384057|60.0252|246.927|77.6455|54.1903|236.788|89.8376|0.34533|0.600068|-0.721571|54.1903|236.788|89.8376|49.6064|236.349|103.998|0.307839|0.0294608|-0.950982|34.7265|294.002|135.113|43.7767|275.435|81.2858|-0.156973|0.32204|0.933622|43.7767|275.435|81.2858|45.4567|239.059|68.4863|-0.0435262|0.942412|0.33161|45.4567|239.059|68.4863|40.6837|223.796|86.2898|0.199445|0.63779|-0.743939|40.6837|223.796|86.2898|36.9806|224.065|101.998|0.229425|-0.0166788|-0.973183|23.4466|293.841|135.888|23.9142|271.956|75.5185|-0.00728207|0.34081|0.940104|23.9142|271.956|75.5185|29.8084|265.168|34.8608|-0.141552|0.16301|0.976417|29.8084|265.168|34.8608|33.1655|256.474|12.1314|-0.136661|0.353907|0.925242|33.1655|256.474|12.1314|35.2606|248.444|-1.8214|-0.129049|0.494624|0.859473|12.7105|291.665|138.794|4.00236|267.701|76.0638|0.128601|0.353904|0.926398|4.00236|267.701|76.0638|-1.69419|265.718|39.4426|0.153485|0.0534323|0.986705|-1.69419|265.718|39.4426|-4.50195|260.887|19.3235|0.134468|0.231345|0.963534|-4.50195|260.887|19.3235|-6.21923|255.476|5.69909|0.116347|0.366634|0.923062|7.18498|275.203|152.003|7.18498|275.203|152.003|0.0|0.0|0.0|7.18498|275.203|152.003|8.59901|245.861|116.676|-0.0307767|0.638634|0.768895|8.59901|245.861|116.676|23.3569|227.945|98.5424|-0.501036|0.60824|0.615635|23.3569|227.945|98.5424|40.6445|219.416|92.4469|-0.855055|0.421882|0.30149
27.3011|272.899|98.5041|-11.4934471723|6.5094102654|1.21526665162|-0.443968|0.180828|-0.877607|37.214|287.656|165.773|147.545|242.718|383.868|46.96|289.083|138.053|62.4042|274.941|88.9627|-0.289377|0.264977|0.919809|62.4042|274.941|88.9627|60.6039|246.737|77.3718|0.0589355|0.923332|0.379453|60.6039|246.737|77.3718|54.7366|236.703|89.6354|0.347248|0.593824|-0.725804|54.7366|236.703|89.6354|50.1515|236.356|103.798|0.307915|0.0232899|-0.951129|35.3729|294.115|134.586|44.4487|275.307|80.8466|-0.157416|0.326212|0.932098|44.4487|275.307|80.8466|46.0396|238.857|68.2509|-0.0412172|0.944357|0.326331|46.0396|238.857|68.2509|41.1994|223.749|86.1678|0.202251|0.631326|-0.748681|41.1994|223.749|86.1678|37.4826|224.146|101.87|0.230276|-0.0246491|-0.972813|24.0917|293.984|135.347|24.5854|271.852|75.0677|-0.00768896|0.344654|0.938698|24.5854|271.852|75.0677|30.4995|264.879|34.4442|-0.14203|0.167465|0.975594|30.4995|264.879|34.4442|33.8577|256.133|11.735|-0.136701|0.356028|0.924422|33.8577|256.133|11.735|35.9473|248.07|-2.19985|-0.128718|0.496626|0.858367|13.3468|291.846|138.248|4.66289|267.647|75.6044|0.128243|0.35737|0.925117|4.66289|267.647|75.6044|-0.959678|265.471|38.9826|0.151492|0.0586175|0.986719|-0.959678|265.471|38.9826|-3.73547|260.548|18.8815|0.132937|0.235769|0.962674|-3.73547|260.548|18.8815|-5.43514|255.073|5.28055|0.115154|0.370983|0.921472|7.7651|275.45|151.516|7.7651|275.45|151.516|0.0|0.0|0.0|7.7651|275.45|151.516|9.24035|246.006|116.277|-0.0321091|0.64086|0.766986|9.24035|246.006|116.277|24.0455|228.018|98.2547|-0.502641|0.61072|0.61186|24.0455|228.018|98.2547|41.3725|219.474|92.2919|-0.857004|0.422568|0.294925
42.2969|282.036|76.976|-17.2555203281|4.93756045722|-2.55049341114|-0.434046|0.192786|-0.880022|56.0599|302.104|141.994|163.925|254.194|360.69|64.7934|301.144|113.6|76.8618|281.493|65.4695|-0.226127|0.36821|0.901825|76.8618|281.493|65.4695|73.0244|252.302|57.331|0.125626|0.955632|0.266431|73.0244|252.302|57.331|67.5098|243.918|70.9252|0.326375|0.496155|-0.804556|67.5098|243.918|70.9252|63.8601|245.478|85.2772|0.2451|-0.104719|-0.963826|53.2448|306.338|110.245|58.5083|281.881|58.3001|-0.0912934|0.424189|0.90096|58.5083|281.881|58.3001|57.6481|244.187|50.0377|0.0222864|0.976566|0.214061|57.6481|244.187|50.0377|53.2564|231.524|69.8632|0.18351|0.529176|-0.82843|53.2564|231.524|69.8632|50.594|234.397|85.5215|0.164949|-0.178022|-0.970103|42.0282|306.805|111.598|38.227|278.792|53.9403|0.0591954|0.436244|0.897879|38.227|278.792|53.9403|41.8317|268.113|13.8549|-0.086569|0.256451|0.962673|41.8317|268.113|13.8549|43.7266|257.459|-8.19902|-0.077135|0.433705|0.897747|43.7266|257.459|-8.19902|44.8034|248.05|-21.3849|-0.0663281|0.579555|0.812229|31.3852|305.466|115.255|18.2111|275.587|55.9342|0.194554|0.44124|0.876046|18.2111|275.587|55.9342|11.0433|269.396|20.0483|0.193125|0.166806|0.966891|11.0433|269.396|20.0483|7.2991|262.292|0.77399|0.179315|0.34025|0.92308|7.2991|262.292|0.77399|4.88116|255.305|-12.0008|0.163817|0.473363|0.865501|25.8936|290.746|130.394|25.8936|290.746|130.394|0.0|0.0|0.0|25.8936|290.746|130.394|23.5086|258.175|98.0775|0.0519103|0.708918|0.703378|23.5086|258.175|98.0775|35.7277|237.685|80.802|-0.414843|0.695638|0.586509|35.7277|237.685|80.802|51.6922|227.219|74.142|-0.789617|0.517681|0.32941
42.4821|283.894|76.6297|-16.994398778|5.35429933165|-2.53517116222|-0.440893|0.195378|-0.876037|56.276|303.727|141.708|165.843|255.173|359.413|64.9178|302.977|113.304|77.0279|283.643|65.0556|-0.226907|0.362276|0.904029|77.0279|283.643|65.0556|73.3989|254.45|56.8286|0.118801|0.955692|0.26933|73.3989|254.45|56.8286|67.9469|246.013|70.415|0.322669|0.499319|-0.804093|67.9469|246.013|70.415|64.2945|247.533|84.7705|0.245282|-0.102091|-0.964061|53.3276|308.108|109.996|58.6584|283.94|57.9228|-0.0924607|0.419178|0.903184|58.6584|283.94|57.9228|58.0436|246.267|49.5465|0.0159274|0.976038|0.217014|58.0436|246.267|49.5465|53.7633|233.551|69.3631|0.178857|0.531346|-0.828059|53.7633|233.551|69.3631|51.1043|236.375|85.0309|0.164742|-0.174951|-0.970697|42.1107|308.492|111.372|38.3903|280.733|53.5862|0.0579362|0.432277|0.899877|38.3903|280.733|53.5862|42.0125|270.232|13.4556|-0.0869888|0.252198|0.963758|42.0125|270.232|13.4556|43.9483|259.636|-8.62307|-0.0787976|0.431309|0.898757|43.9483|259.636|-8.62307|45.0732|250.301|-21.8568|-0.0692913|0.575048|0.81518|31.4841|307.062|115.043|18.4006|277.383|55.6022|0.193215|0.438305|0.877814|18.4006|277.383|55.6022|11.2409|271.285|19.6988|0.192909|0.164287|0.967365|11.2409|271.285|19.6988|7.53|264.222|0.402747|0.17772|0.338265|0.924117|7.53|264.222|0.402747|5.14769|257.288|-12.4075|0.161402|0.469782|0.867902|26.1222|292.232|130.12|26.1222|292.232|130.12|0.0|0.0|0.0|26.1222|292.232|130.12|23.7826|259.721|97.7403|0.0509218|0.707615|0.704761|23.7826|259.721|97.7403|36.1225|239.368|80.3898|-0.418946|0.691013|0.589054|36.1225|239.368|80.3898|52.1778|229.069|73.6867|-0.794106|0.509388|0.331542
46.4073|357.776|61.0028|-9.86548437119|11.7533350194|-7.33549006553|-0.50444|0.404575|-0.762797|65.3907|368.834|126.463|190.75|268.292|316.026|71.1745|374.128|97.4957|79.3112|362.424|46.0641|-0.152456|0.219292|0.963674|79.3112|362.424|46.0641|77.2713|333.405|36.7467|0.066779|0.95|0.305024|77.2713|333.405|36.7467|73.8076|324.288|50.5443|0.204992|0.539591|-0.81659|73.8076|324.288|50.5443|71.4789|325.458|65.2051|0.156387|-0.0786003|-0.984563|58.8922|378.469|96.1188|60.2909|361.816|40.9392|-0.024261|0.28884|0.95707|60.2909|361.816|40.9392|61.8295|324.793|30.1323|-0.039863|0.959176|0.279985|61.8295|324.793|30.1323|60.6994|311.607|50.0711|0.047226|0.551008|-0.833162|60.6994|311.607|50.0711|59.5357|313.205|66.0905|0.0720932|-0.0989801|-0.992474|47.9122|377.563|98.6649|40.0047|357.203|38.278|0.12314|0.317053|0.94038|40.0047|357.203|38.278|39.7609|347.945|-2.31862|0.00585621|0.222343|0.974951|39.7609|347.945|-2.31862|39.9735|337.958|-24.7616|-0.00865681|0.406555|0.913585|39.9735|337.958|-24.7616|40.3217|328.878|-38.2149|-0.0214466|0.559276|0.828704|37.9304|374.632|103.161|20.7281|351.663|41.8276|0.254042|0.339195|0.905764|20.7281|351.663|41.8276|10.4794|346.257|6.56811|0.276136|0.14568|0.950014|10.4794|346.257|6.56811|5.36298|340.249|-12.764|0.245034|0.2877|0.925844|5.36298|340.249|-12.764|2.12312|334.559|-25.992|0.219502|0.385536|0.896204|35.5874|357.536|116.512|35.5874|357.536|116.512|0.0|0.0|0.0|35.5874|357.536|116.512|28.4976|328.792|81.3782|0.15431|0.625635|0.764702|28.4976|328.792|81.3782|39.2444|311.497|60.0944|-0.364856|0.587148|0.722591|39.2444|311.497|60.0944|54.301|303.035|49.5849|-0.744713|0.418567|0.519811
46.2043|358.021|61.0667|-9.81386777726|11.7075377467|-7.44998282038|-0.50534|0.403988|-0.762512|65.3162|369.025|126.504|190.899|268.63|315.997|71.0555|374.318|97.5272|79.0854|362.647|46.0712|-0.150456|0.218667|0.96413|79.0854|362.647|46.0712|76.9777|333.619|36.7986|0.0689999|0.950311|0.303558|76.9777|333.619|36.7986|73.5359|324.512|50.609|0.203694|0.538943|-0.817343|73.5359|324.512|50.609|71.2439|325.683|65.2755|0.153923|-0.0786126|-0.984951|58.7751|378.673|96.1764|60.0551|362.063|40.9809|-0.0222015|0.288088|0.957347|60.0551|362.063|40.9809|61.5425|325.038|30.1761|-0.0385363|0.959247|0.27993|61.5425|325.038|30.1761|60.429|311.833|50.1035|0.0465321|0.55178|-0.83269|60.429|311.833|50.1035|59.2895|313.422|66.1255|0.0705939|-0.0984754|-0.992632|47.7989|377.776|98.7419|39.7593|357.474|38.3533|0.125198|0.316162|0.940408|39.7593|357.474|38.3533|39.4628|348.149|-2.22773|0.00712183|0.223947|0.974575|39.4628|348.149|-2.22773|39.6442|338.102|-24.6443|-0.00738704|0.408986|0.912511|39.6442|338.102|-24.6443|39.9747|328.947|-38.0469|-0.0203574|0.563917|0.82558|37.8223|374.852|103.254|20.4835|351.951|41.9338|0.256058|0.338198|0.90557|20.4835|351.951|41.9338|10.2097|346.524|6.68463|0.276813|0.146202|0.949736|10.2097|346.524|6.68463|5.08163|340.495|-12.6373|0.245591|0.288779|0.92536|5.08163|340.495|-12.6373|1.83381|334.788|-25.8566|0.220041|0.386609|0.895609|35.4862|357.748|116.596|35.4862|357.748|116.596|0.0|0.0|0.0|35.4862|357.748|116.596|28.3387|329.078|81.4122|0.155568|0.624005|0.765778|28.3387|329.078|81.4122|39.026|311.806|60.0803|-0.36284|0.586383|0.724225|39.026|311.806|60.0803|54.0459|303.333|49.5267|-0.742895|0.419086|0.52199
44.3503|382.56|59.2041|-5.87114060596|14.3401684525|-9.96718247402|-0.559056|0.212113|-0.801539|66.1528|391.9|124.702|205.085|339.187|323.893|70.4077|397.166|95.5389|76.1792|389.759|43.0011|-0.10814|0.138784|0.984401|76.1792|389.759|43.0011|74.9904|361.536|31.3769|0.0389158|0.923944|0.380543|74.9904|361.536|31.3769|72.5126|350.918|44.2848|0.146645|0.628411|-0.763934|72.5126|350.918|44.2848|70.7534|350.675|59.0692|0.118139|0.0162746|-0.992864|57.9063|401.059|95.1381|56.9463|388.711|38.8293|0.0166501|0.214162|0.976656|56.9463|388.711|38.8293|59.5953|353.68|22.8417|-0.0686293|0.907592|0.414207|59.5953|353.68|22.8417|60.0702|337.199|40.1874|-0.0198447|0.688666|-0.724807|60.0702|337.199|40.1874|59.6504|335.911|56.2713|0.0260054|0.0797687|-0.996474|47.1263|399.484|98.167|36.7435|383.433|36.8633|0.161688|0.249966|0.954659|36.7435|383.433|36.8633|35.9635|375.839|-4.07069|0.0187305|0.182373|0.983051|35.9635|375.839|-4.07069|36.3716|365.039|-26.1316|-0.01661|0.439615|0.898033|36.3716|365.039|-26.1316|37.1077|354.805|-38.712|-0.0453424|0.630415|0.774933|37.5288|395.788|102.928|17.9239|376.803|40.9565|0.289523|0.28036|0.915191|17.9239|376.803|40.9565|6.75938|374.471|5.63774|0.300811|0.0628299|0.951612|6.75938|374.471|5.63774|1.34259|369.93|-14.0098|0.259418|0.217514|0.940951|1.34259|369.93|-14.0098|-2.02863|365.255|-27.5983|0.228402|0.316673|0.920625|36.5969|377.644|115.009|36.5969|377.644|115.009|0.0|0.0|0.0|36.5969|377.644|115.009|29.1558|351.005|78.322|0.161958|0.579811|0.798491|29.1558|351.005|78.322|39.0778|335.629|55.2408|-0.336856|0.521989|0.783617|39.0778|335.629|55.2408|53.4722|328.37|43.0396|-0.711958|0.359072|0.603476
44.3359|382.254|59.1981|-5.99615782866|14.4806808133|-9.94021176422|-0.559387|0.214253|-0.800738|66.1026|391.711|124.68|205.117|338.467|323.673|70.3482|396.988|95.5138|76.1513|389.502|42.9906|-0.108733|0.140254|0.984127|76.1513|389.502|42.9906|75.0427|361.284|31.3455|0.0362938|0.923768|0.381228|75.0427|361.284|31.3455|72.5899|350.626|44.2248|0.145163|0.630803|-0.762244|72.5899|350.626|44.2248|70.8246|350.341|59.0077|0.118551|0.0191111|-0.992764|57.8374|400.849|95.1029|56.9222|388.4|38.8158|0.0158752|0.215922|0.976281|56.9222|388.4|38.8158|59.6611|353.426|22.7176|-0.0709602|0.9061|0.417071|59.6611|353.426|22.7176|60.1849|336.837|39.9585|-0.0218872|0.693184|-0.720428|60.1849|336.837|39.9585|59.7729|335.446|56.0339|0.0255254|0.0862274|-0.995948|47.0605|399.254|98.1319|36.7328|383.069|36.8539|0.160831|0.252042|0.954258|36.7328|383.069|36.8539|35.9792|375.411|-4.06864|0.0180979|0.183906|0.982777|35.9792|375.411|-4.06864|36.42|364.563|-26.1053|-0.0179433|0.441572|0.897046|36.42|364.563|-26.1053|37.1892|354.275|-38.6395|-0.047385|0.633747|0.772087|37.4709|395.542|102.897|17.9283|376.401|40.9541|0.288602|0.28268|0.914768|17.9283|376.401|40.9541|6.76576|373.964|5.64175|0.30076|0.0656444|0.951438|6.76576|373.964|5.64175|1.36513|369.342|-13.9915|0.258645|0.221358|0.940268|1.36513|369.342|-13.9915|-1.98529|364.598|-27.5607|0.226992|0.321434|0.919323|36.5802|377.417|115.009|36.5802|377.417|115.009|0.0|0.0|0.0|36.5802|377.417|115.009|29.198|350.691|78.3741|0.160674|0.581704|0.797373|29.198|350.691|78.3741|39.1438|335.292|55.3189|-0.337663|0.522796|0.782731|39.1438|335.292|55.3189|53.5443|328.036|43.1229|-0.712261|0.358894|0.603225
42.1409|335.183|48.15|-3.21840673226|8.99122526986|-9.78464822764|-0.571661|0.159183|-0.8049|64.381|341.838|114.044|206.445|302.28|314.071|69.0237|346.229|85.1343|74.6799|339.877|32.446|-0.10598|0.119017|0.98722|74.6799|339.877|32.446|71.3521|312.377|19.5716|0.108942|0.900275|0.42147|71.3521|312.377|19.5716|67.5622|301.439|31.8802|0.224297|0.647323|-0.728466|67.5622|301.439|31.8802|65.3421|300.695|46.5856|0.149099|0.0499491|-0.98756|56.9407|351.274|84.7459|55.4809|340.74|28.0805|0.0253198|0.182701|0.982843|55.4809|340.74|28.0805|55.0369|305.883|11.5096|0.0115027|0.903081|0.429317|55.0369|305.883|11.5096|53.7885|289.226|28.6475|0.0521647|0.696023|-0.716122|53.7885|289.226|28.6475|53.08|287.866|44.7153|0.0438983|0.0842592|-0.995476|46.0278|350.616|87.6335|34.9003|337.417|25.7823|0.173284|0.205544|0.963184|34.9003|337.417|25.7823|34.9451|330.199|-15.227|-0.00107534|0.173353|0.984859|34.9451|330.199|-15.227|35.16|320.95|-37.9844|-0.00874641|0.376478|0.926384|35.16|320.95|-37.9844|35.3623|313.28|-52.2907|-0.012465|0.472495|0.881245|36.0766|347.686|92.1976|15.5037|332.442|29.5108|0.303819|0.225115|0.925752|15.5037|332.442|29.5108|4.09509|331.731|-5.79974|0.307388|0.0191585|0.951391|4.09509|331.731|-5.79974|-1.61063|327.295|-25.3895|0.273256|0.212469|0.938183|-1.61063|327.295|-25.3895|-5.34274|322.815|-38.9492|0.252853|0.303476|0.918677|33.336|329.357|103.71|33.336|329.357|103.71|0.0|0.0|0.0|33.336|329.357|103.71|26.2197|305.165|65.3044|0.154889|0.526549|0.835916|26.2197|305.165|65.3044|37.0606|290.321|42.2886|-0.368053|0.503944|0.781395|37.0606|290.321|42.2886|52.5552|283.115|31.4835|-0.766373|0.35645|0.534431
42.1854|334.609|48.0208|-3.16944942982|8.91149134811|-9.76003649446|-0.571096|0.158309|-0.805474|64.4012|341.216|113.932|206.325|301.874|314.101|69.0649|345.596|85.0252|74.7386|339.268|32.3359|-0.106309|0.118558|0.98724|74.7386|339.268|32.3359|71.3732|311.779|19.4474|0.110174|0.899909|0.421931|71.3732|311.779|19.4474|67.5658|300.838|31.7472|0.225336|0.647548|-0.727946|67.5658|300.838|31.7472|65.341|300.082|46.4513|0.149406|0.0507873|-0.987471|56.989|350.657|84.6339|55.543|340.16|27.9613|0.0250808|0.182063|0.982967|55.543|340.16|27.9613|55.059|305.311|11.3748|0.0125391|0.902874|0.429723|55.059|305.311|11.3748|53.7792|288.649|28.5048|0.0534796|0.696259|-0.715796|53.7792|288.649|28.5048|53.0607|287.278|44.5713|0.044514|0.0849285|-0.995392|46.0738|350.013|87.5157|34.959|336.867|25.6508|0.173086|0.204715|0.963397|34.959|336.867|25.6508|35.0353|329.573|-15.345|-0.0018327|0.175169|0.984537|35.0353|329.573|-15.345|35.2621|320.252|-38.0725|-0.00923151|0.379448|0.925167|35.2621|320.252|-38.0725|35.4693|312.543|-52.358|-0.0127641|0.474869|0.879964|36.1163|347.093|92.073|15.5537|331.917|29.3667|0.303667|0.224129|0.926041|15.5537|331.917|29.3667|4.19297|331.19|-5.959|0.306098|0.0195877|0.951798|4.19297|331.19|-5.959|-1.48759|326.735|-25.552|0.272051|0.213329|0.938339|-1.48759|326.735|-25.552|-5.2039|322.246|-39.1128|0.251782|0.304133|0.918754|33.3448|328.761|103.573|33.3448|328.761|103.573|0.0|0.0|0.0|33.3448|328.761|103.573|26.276|304.623|65.1245|0.153853|0.525373|0.836847|26.276|304.623|65.1245|37.1401|289.795|42.1097|-0.368839|0.503423|0.78136|37.1401|289.795|42.1097|52.646|282.584|31.3238|-0.766935|0.356666|0.53348
42.0782|286.561|45.0269|-8.8938062806|7.25994219601|-10.1761188169|-0.596482|0.0114403|-0.802545|65.0104|300.173|109.703|213.243|297.33|309.145|69.4173|300.549|80.656|74.6958|288.564|28.9175|-0.0989045|0.224573|0.969425|74.6958|288.564|28.9175|70.4765|260.453|17.7336|0.13813|0.920256|0.366127|70.4765|260.453|17.7336|66.486|250.101|30.4777|0.236167|0.612657|-0.754239|66.486|250.101|30.4777|64.2921|249.782|45.2024|0.147334|0.0214157|-0.988855|57.4972|305.904|79.7441|55.5189|289.572|24.4866|0.0343126|0.283281|0.958423|55.5189|289.572|24.4866|53.9049|253.092|11.978|0.0418145|0.945108|0.324071|53.9049|253.092|11.978|52.1883|238.209|30.6391|0.0717328|0.62194|-0.779772|52.1883|238.209|30.6391|51.4681|238.171|46.7638|0.0446192|0.0023076|-0.999001|46.5787|305.896|82.685|34.8367|286.678|22.5484|0.182854|0.299273|0.936483|34.8367|286.678|22.5484|34.7717|277.004|-17.9519|0.00155969|0.23233|0.972636|34.7717|277.004|-17.9519|34.7609|267.294|-40.5171|0.000440698|0.395279|0.918561|34.7609|267.294|-40.5171|34.7666|259.141|-54.5554|-0.000348945|0.502221|0.864739|36.5558|303.773|87.5303|15.3061|282.733|26.7764|0.313813|0.310708|0.897208|15.3061|282.733|26.7764|5.78927|281.157|-9.06273|0.256418|0.0424767|0.965632|5.78927|281.157|-9.06273|0.932538|276.578|-28.8476|0.232596|0.219287|0.947529|0.932538|276.578|-28.8476|-2.23359|271.809|-42.4523|0.214507|0.32312|0.921727|33.2802|286.84|100.892|33.2802|286.84|100.892|0.0|0.0|0.0|33.2802|286.84|100.892|25.9992|259.448|64.7312|0.158473|0.59618|0.787055|25.9992|259.448|64.7312|36.9634|242.278|43.4579|-0.37224|0.582932|0.722238|36.9634|242.278|43.4579|52.6065|233.793|33.8628|-0.773719|0.419684|0.474578
